id,priority,bucket,engine,mode,fen,notes,material_cp_white_minus_black,mode_options_applied,mode_options_missing,our_nnue_static_cp,our_classical_cp,our_eval_final_cp,internal_static_available,internal_static_error,internal_nnue_stm_cp,internal_nnue_white_cp,internal_classical_stm_cp,internal_classical_white_cp,internal_piece_count,uci_nnue_cp,uci_classical_cp,bestmove_final,score_volatility_cp,search_static_gap_d8_cp,suggested_class,sf_nnue_cp,sf_final_cp,sf_classical_cp,sf_bestmove_final,error,d4_score_cp,d4_score_raw,d4_bestmove,d4_nodes,d4_qnodes,d4_time_ms,sf_d4_score_cp,sf_d4_score_raw,sf_d4_bestmove,sf_d4_nodes,d6_score_cp,d6_score_raw,d6_bestmove,d6_nodes,d6_qnodes,d6_time_ms,sf_d6_score_cp,sf_d6_score_raw,sf_d6_bestmove,sf_d6_nodes,d8_score_cp,d8_score_raw,d8_bestmove,d8_nodes,d8_qnodes,d8_time_ms,sf_d8_score_cp,sf_d8_score_raw,sf_d8_bestmove,sf_d8_nodes,d10_score_cp,d10_score_raw,d10_bestmove,d10_nodes,d10_qnodes,d10_time_ms,sf_d10_score_cp,sf_d10_score_raw,sf_d10_bestmove,sf_d10_nodes
P05,P1,pawn_endgame_rfp,our_engine,no_see_pruning,8/5k2/6p1/5p2/5P2/6P1/5K2/8 w - - 0 1,Passed pawn race,0,Enable SEE Pruning=false;Enable Shallow SEE Pruning=false,,9,0,,True,,9,9,0,0,6,,,f2e2,0,-9,unclassified,,,,,,0,cp:0,f2e2,1125,,39,,,,,0,cp:0,f2e2,2316,,54,,,,,0,cp:0,f2e2,4459,,81,,,,,0,cp:0,f2e2,8876,,117,,,,
P06,P1,pawn_endgame_rfp,our_engine,no_see_pruning,8/6k1/6p1/5p2/P4P2/6P1/6K1/8 w - - 0 1,Outside passer race,100,Enable SEE Pruning=false;Enable Shallow SEE Pruning=false,,118,990,,True,,118,118,990,990,7,,,a4a5,1459,1572,unstable,,,,,,146,cp:146,a4a5,440,,37,,,,,231,cp:231,a4a5,1860,,50,,,,,1690,cp:1690,a4a5,53135,,509,,,,,1384,cp:1384,a4a5,775114,,6877,,,,
N01,P1,low_material_nmp,our_engine,no_see_pruning,8/8/8/3k4/3P4/3K1N2/8/8 w - - 0 1,Pawn opposition plus knight; NMP guard candidate,420,Enable SEE Pruning=false;Enable Shallow SEE Pruning=false,,807,478,,True,,807,807,478,478,4,,,f3d2,289,396,unstable,,,,,,1016,cp:1016,f3e5,692,,35,,,,,914,cp:914,f3e5,3815,,62,,,,,1203,cp:1203,f3d2,18135,,190,,,,,1287,cp:1287,f3d2,48578,,473,,,,
N02,P1,low_material_nmp,our_engine,no_see_pruning,8/8/5n2/3k4/3P4/3K4/8/8 b - - 0 1,Pawn opposition plus black knight; NMP guard candidate,-220,Enable SEE Pruning=false;Enable Shallow SEE Pruning=false,,10,229,,True,,10,-10,229,-229,4,,,f6g4,357,406,unstable,,,,,,33,cp:33,f6h5,825,,39,,,,,59,cp:59,f6g4,2821,,56,,,,,416,cp:416,f6g4,18918,,211,,,,,483,cp:483,f6g4,71362,,688,,,,
N03,P1,low_material_nmp,our_engine,no_see_pruning,8/8/8/3k4/3P4/3K4/4B3/8 w - - 0 1,Pawn opposition plus bishop; NMP guard candidate,430,Enable SEE Pruning=false;Enable Shallow SEE Pruning=false,,263,455,,True,,263,263,455,455,4,,,e2f3,233,990,unstable,,,,,,1028,cp:1028,e2f3,1760,,48,,,,,1261,cp:1261,e2g4,6028,,86,,,,,1253,cp:1253,e2g4,15598,,180,,,,,1319,cp:1319,e2f3,35154,,357,,,,
N04,P1,low_material_nmp,our_engine,no_see_pruning,8/8/8/3k4/3P4/3K4/8/4b3 b - - 0 1,Pawn opposition plus black bishop; NMP guard candidate,-230,Enable SEE Pruning=false;Enable Shallow SEE Pruning=false,,21,247,,True,,21,-21,247,-247,4,,,e1f2,722,783,unstable,,,,,,47,cp:47,e1b4,902,,40,,,,,82,cp:82,e1f2,5173,,83,,,,,804,cp:804,e1g3,20386,,227,,,,,799,cp:799,e1f2,40642,,431,,,,
T01,P1,tactical_search,our_engine,no_see_pruning,r3k2r/p1ppqpb1/bn2pnp1/2pPN3/1p2P3/2N2Q2/PPPBBPPP/R3K2R w KQkq - 0 1,"Kiwipete-like, corrected to 8 black pawns",0,Enable SEE Pruning=false;Enable Shallow SEE Pruning=false,,-17,390,,True,,-17,-17,390,390,32,,,e2a6,27,10,unclassified,,,,,,33,cp:33,e2a6,4922,,110,,,,,6,cp:6,e2a6,21193,,394,,,,,-7,cp:-7,e2a6,55997,,1039,,,,,-4,cp:-4,e2a6,160326,,2963,,,,
T02,P1,tactical_search,our_engine,no_see_pruning,r2q1rk1/ppp2ppp/2n2n2/2bpp3/4P3/2NP1N2/PPP2PPP/R1BQ1RK1 w - - 0 1,Central tension capture sequence,0,Enable SEE Pruning=false;Enable Shallow SEE Pruning=false,,14,-98,,True,,14,14,-98,-98,30,,,c1g5,26,39,unclassified,,,,,,24,cp:24,c1g5,5047,,94,,,,,27,cp:27,c1g5,10955,,181,,,,,53,cp:53,c1g5,37029,,538,,,,,55,cp:55,c1g5,80539,,1126,,,,
T03,P1,tactical_search,our_engine,no_see_pruning,r1bq1rk1/ppp2ppp/2n2n2/3pp3/1b1PP3/2N2N2/PPP2PPP/R1BQKB1R w KQ - 0 1,"King-side pressure, uncastled king",0,Enable SEE Pruning=false;Enable Shallow SEE Pruning=false,,-22,-123,,True,,-22,-22,-123,-123,32,,,c1g5,47,-91,unclassified,,,,,,-79,cp:-79,d4e5,4013,,86,,,,,-92,cp:-92,a2a3,20679,,320,,,,,-113,cp:-113,a2a3,86040,,1347,,,,,-160,cp:-160,c1g5,258794,,4228,,,,
T04,P1,tactical_search,our_engine,no_see_pruning,r2q1rk1/ppp2ppp/2n2n2/3pp3/1b1PP3/2N2N2/PPP2PPP/R1BQ1RK1 w - - 0 1,Exposed king / attacking compensation,0,Enable SEE Pruning=false;Enable Shallow SEE Pruning=false,,24,4,,True,,24,24,4,4,30,,,c3d5,48,39,unclassified,,,,,,21,cp:21,f3e5,4241,,81,,,,,15,cp:15,c3d5,18110,,266,,,,,63,cp:63,c3d5,34877,,485,,,,,76,cp:76,c3d5,89919,,1235,,,,
T05,P1,tactical_search,our_engine,no_see_pruning,r1bq1rk1/ppp2ppp/2n2n2/3pp3/3PP3/2N2N2/PPP2PPP/R1BQ1RK1 w - - 0 1,Sacrifice-compensation candidate,0,Enable SEE Pruning=false;Enable Shallow SEE Pruning=false,,19,10,,True,,19,19,10,10,30,,,d4e5,41,33,unclassified,,,,,,21,cp:21,d4e5,5491,,108,,,,,62,cp:62,d4e5,10250,,174,,,,,52,cp:52,c1g5,44970,,642,,,,,62,cp:62,d4e5,183566,,2536,,,,
T06,P1,tactical_search,our_engine,no_see_pruning,r1bq1rk1/ppp2ppp/2n2n2/3pp3/1b1PP3/2N1BN2/PPP2PPP/R2QKB1R w KQ - 0 1,Pinned knight / central break candidate,0,Enable SEE Pruning=false;Enable Shallow SEE Pruning=false,,-16,-71,,True,,-16,-16,-71,-71,32,,,a2a3,47,-92,unclassified,,,,,,-66,cp:-66,f3e5,3410,,77,,,,,-61,cp:-61,f3e5,13693,,253,,,,,-108,cp:-108,a2a3,62043,,1072,,,,,-140,cp:-140,a2a3,314304,,5274,,,,
